══════════════════════════════════════════════════════════════════════════════════════════
  DEC 2025 — 4-HOUR PEAK OUTCOMES (20 Pumper Coins)
══════════════════════════════════════════════════════════════════════════════════════════

Logs Processed:   1,860
Coin-Slots:       36,897
Average Peak:     2.55%
10%+ Winners:     1,337  (3.6%)
5%+  Winners:     4,727  (12.8%)
15%+ Winners:     581  (1.6%)
20%+ Winners:     251  (0.7%)
Errors:           303

──────────────────────────────────────────────────────────────────────────────────────────
  DETAILED RESULTS — Every Log File
──────────────────────────────────────────────────────────────────────────────────────────

=== 2025-12-01  7:00 ET  (UTC 1764590400)  ===
  MAMO       Entry $0.024950       → Peak $0.025200        +1%  DD:-1.36%
  EDGE       Entry $0.149560       → Peak $0.150940        +0.92%  DD:-2.89%
  FIS        Entry $0.035600       → Peak $0.035900        +0.84%  DD:-3.65%
  PRCL       Entry $0.026300       → Peak $0.026500        +0.76%  DD:-4.56%
  KTA        Entry $0.253900       → Peak $0.255700        +0.71%  DD:-3.9%
  BNKR       Entry $0.00024080     → Peak $0.00024190      +0.46%  DD:-4.49%
  XCN        Entry $0.00496000     → Peak $0.00498000      +0.4%  DD:-5.85%
  NEON       Entry $0.061680       → Peak $0.061740        +0.1%  DD:-2.45%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%

=== 2025-12-05  11:10 ET  (UTC 1764951000)  ===
  ELA        Entry $1.2520         → Peak $1.3430          +7.27%  DD:-5.27% ●5%+
  SQD        Entry $0.049000       → Peak $0.052500        +7.14%  DD:-2.65% ●5%+
  SAPIEN     Entry $0.167130       → Peak $0.177870        +6.43%  DD:-3.42% ●5%+
  OMNI       Entry $1.8360         → Peak $1.8950          +3.21%  DD:-10.19%
  ZEC        Entry $369.75         → Peak $379.04          +2.51%  DD:-2.46%
  STRK       Entry $0.111000       → Peak $0.113000        +1.8%  DD:-3.6%
  BNKR       Entry $0.00023720     → Peak $0.00024050      +1.39%  DD:-3.04%
  PUMP       Entry $0.00290800     → Peak $0.00294600      +1.31%  DD:-2.51%
  CLANKER    Entry $44.9600        → Peak $45.5400         +1.29%  DD:-1.65%
  DASH       Entry $47.5000        → Peak $48.1000         +1.26%  DD:-2%
  ZEN        Entry $8.7080         → Peak $8.7970          +1.02%  DD:-3.47%
  FLOCK      Entry $0.119500       → Peak $0.120200        +0.59%  DD:-2.34%
  KTA        Entry $0.251900       → Peak $0.253300        +0.56%  DD:-3.14%
  FIS        Entry $0.035600       → Peak $0.035800        +0.56%  DD:-3.65%
  EDGE       Entry $0.148900       → Peak $0.149540        +0.43%  DD:-2.46%
  XCN        Entry $0.00493000     → Peak $0.00495000      +0.41%  DD:-5.27%
  MAMO       Entry $0.024950       → Peak $0.025040        +0.36%  DD:-1.36%
  NEON       Entry $0.061680       → Peak $0.061740        +0.1%  DD:-2.45%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  PRCL       Entry $0.026300       → Peak $0.026000        -1.14%  DD:-4.56%

=== 2025-12-05  11:15 ET  (UTC 1764951300)  ===
  ELA        Entry $1.2320         → Peak $1.3430          +9.01%  DD:-3.73% ●5%+
  SQD        Entry $0.049000       → Peak $0.052500        +7.14%  DD:-2.65% ●5%+
  SAPIEN     Entry $0.167490       → Peak $0.177870        +6.2%  DD:-3.62% ●5%+
  OMNI       Entry $1.8490         → Peak $1.8780          +1.57%  DD:-10.82%
  ZEC        Entry $373.30         → Peak $379.04          +1.54%  DD:-3.39%
  CLANKER    Entry $44.9400        → Peak $45.5400         +1.34%  DD:-1.6%
  EDGE       Entry $0.147070       → Peak $0.149000        +1.31%  DD:-1.24%
  STRK       Entry $0.112000       → Peak $0.113000        +0.89%  DD:-4.46%
  FIS        Entry $0.035600       → Peak $0.035800        +0.56%  DD:-3.65%
  MAMO       Entry $0.024910       → Peak $0.025040        +0.52%  DD:-1.2%
  DASH       Entry $47.8900        → Peak $48.1000         +0.44%  DD:-2.8%
  PUMP       Entry $0.00294000     → Peak $0.00294600      +0.2%  DD:-3.57%
  XCN        Entry $0.00493000     → Peak $0.00494000      +0.2%  DD:-5.27%
  ZEN        Entry $8.7820         → Peak $8.7970          +0.17%  DD:-4.28%
  FLOCK      Entry $0.120000       → Peak $0.120200        +0.17%  DD:-2.75%
  NEON       Entry $0.061680       → Peak $0.061740        +0.1%  DD:-2.45%
  KTA        Entry $0.252800       → Peak $0.252900        +0.04%  DD:-3.48%
  BNKR       Entry $0.00023860     → Peak $0.00023860      +0%  DD:-3.6%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  PRCL       Entry $0.026300       → Peak $0.026000        -1.14%  DD:-4.56%

=== 2025-12-05  11:20 ET  (UTC 1764951600)  ===
  ELA        Entry $1.2320         → Peak $1.3430          +9.01%  DD:-3.73% ●5%+
  SQD        Entry $0.048600       → Peak $0.052500        +8.02%  DD:-1.85% ●5%+
  SAPIEN     Entry $0.165770       → Peak $0.177870        +7.3%  DD:-2.62% ●5%+
  OMNI       Entry $1.8370         → Peak $1.8780          +2.23%  DD:-10.23%
  ZEC        Entry $371.40         → Peak $379.04          +2.06%  DD:-2.89%
  CLANKER    Entry $45.0800        → Peak $45.5400         +1.02%  DD:-1.91%
  ZEN        Entry $8.7050         → Peak $8.7920          +1%  DD:-3.43%
  STRK       Entry $0.112000       → Peak $0.113000        +0.89%  DD:-4.46%
  PUMP       Entry $0.00293000     → Peak $0.00294600      +0.55%  DD:-3.24%
  DASH       Entry $47.8500        → Peak $48.1000         +0.52%  DD:-2.72%
  XCN        Entry $0.00492000     → Peak $0.00494000      +0.41%  DD:-5.08%
  KTA        Entry $0.252600       → Peak $0.252900        +0.12%  DD:-3.4%
  NEON       Entry $0.061680       → Peak $0.061740        +0.1%  DD:-2.45%
  MAMO       Entry $0.025030       → Peak $0.025040        +0.04%  DD:-1.68%
  EDGE       Entry $0.148990       → Peak $0.149000        +0.01%  DD:-2.52%
  FIS        Entry $0.035800       → Peak $0.035800        +0%  DD:-4.19%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  FLOCK      Entry $0.120200       → Peak $0.120200        +0%  DD:-2.91%
  BNKR       Entry $0.00023860     → Peak $0.00023790      -0.29%  DD:-3.6%
  PRCL       Entry $0.026300       → Peak $0.026000        -1.14%  DD:-4.56%

=== 2025-12-05  11:25 ET  (UTC 1764951900) [★ 1 WINNER] ===
  ELA        Entry $1.2050         → Peak $1.3430          +11.45%  DD:-1.58% ★10%+
  SQD        Entry $0.048900       → Peak $0.052500        +7.36%  DD:-2.45% ●5%+
  SAPIEN     Entry $0.166270       → Peak $0.177870        +6.98%  DD:-2.92% ●5%+
  OMNI       Entry $1.8230         → Peak $1.8620          +2.14%  DD:-9.54%
  ZEC        Entry $371.75         → Peak $379.04          +1.96%  DD:-2.99%
  STRK       Entry $0.112000       → Peak $0.113000        +0.89%  DD:-4.46%
  DASH       Entry $47.6800        → Peak $48.1000         +0.88%  DD:-2.37%
  CLANKER    Entry $45.2200        → Peak $45.5400         +0.71%  DD:-2.21%
  EDGE       Entry $0.148130       → Peak $0.149000        +0.59%  DD:-1.95%
  ZEN        Entry $8.6760         → Peak $8.7180          +0.48%  DD:-3.11%
  XCN        Entry $0.00491000     → Peak $0.00493000      +0.41%  DD:-4.89%
  PUMP       Entry $0.00292900     → Peak $0.00293900      +0.34%  DD:-3.21%
  FLOCK      Entry $0.119600       → Peak $0.120000        +0.33%  DD:-2.42%
  KTA        Entry $0.252600       → Peak $0.252900        +0.12%  DD:-3.4%
  NEON       Entry $0.061690       → Peak $0.061740        +0.08%  DD:-2.46%
  MAMO       Entry $0.025030       → Peak $0.025040        +0.04%  DD:-1.68%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  FIS        Entry $0.035800       → Peak $0.035700        -0.28%  DD:-4.19%
  BNKR       Entry $0.00023860     → Peak $0.00023790      -0.29%  DD:-3.6%
  PRCL       Entry $0.026300       → Peak $0.026000        -1.14%  DD:-4.56%

=== 2025-12-05  11:30 ET  (UTC 1764952200) [★ 1 WINNER] ===
  ELA        Entry $1.2050         → Peak $1.3430          +11.45%  DD:-1.58% ★10%+
  SQD        Entry $0.048500       → Peak $0.052500        +8.25%  DD:-1.65% ●5%+
  SAPIEN     Entry $0.165920       → Peak $0.177870        +7.2%  DD:-2.71% ●5%+
  OMNI       Entry $1.8000         → Peak $1.8510          +2.83%  DD:-8.39%
  ZEC        Entry $370.42         → Peak $379.04          +2.33%  DD:-4.14%
  DASH       Entry $47.2000        → Peak $48.1000         +1.91%  DD:-1.38%
  CLANKER    Entry $44.9400        → Peak $45.5400         +1.34%  DD:-1.6%
  KTA        Entry $0.249900       → Peak $0.252900        +1.2%  DD:-2.36%
  STRK       Entry $0.111000       → Peak $0.112000        +0.9%  DD:-3.6%
  EDGE       Entry $0.147880       → Peak $0.148880        +0.68%  DD:-1.79%
  BNKR       Entry $0.00023640     → Peak $0.00023790      +0.63%  DD:-2.71%
  MAMO       Entry $0.024890       → Peak $0.025040        +0.6%  DD:-1.12%
  PUMP       Entry $0.00291200     → Peak $0.00292800      +0.55%  DD:-2.64%
  ZEN        Entry $8.6440         → Peak $8.6750          +0.36%  DD:-2.75%
  XCN        Entry $0.00489000     → Peak $0.00490000      +0.2%  DD:-4.5%
  FLOCK      Entry $0.119600       → Peak $0.119800        +0.17%  DD:-2.42%
  NEON       Entry $0.061670       → Peak $0.061740        +0.11%  DD:-2.43%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  FIS        Entry $0.035800       → Peak $0.035700        -0.28%  DD:-4.19%
  PRCL       Entry $0.026300       → Peak $0.026000        -1.14%  DD:-4.56%

=== 2025-12-05  11:35 ET  (UTC 1764952500) [★ 1 WINNER] ===
  ELA        Entry $1.2050         → Peak $1.3430          +11.45%  DD:-1.58% ★10%+
  SQD        Entry $0.048300       → Peak $0.052500        +8.7%  DD:-1.24% ●5%+
  SAPIEN     Entry $0.166030       → Peak $0.177870        +7.13%  DD:-2.78% ●5%+
  ZEC        Entry $368.59         → Peak $379.04          +2.84%  DD:-3.69%
  KTA        Entry $0.247400       → Peak $0.252900        +2.22%  DD:-1.37%
  DASH       Entry $47.1500        → Peak $48.1000         +2.01%  DD:-1.27%
  FIS        Entry $0.035000       → Peak $0.035700        +2%  DD:-2%
  CLANKER    Entry $44.8000        → Peak $45.5400         +1.65%  DD:-1.29%
  OMNI       Entry $1.8030         → Peak $1.8320          +1.61%  DD:-8.54%
  PUMP       Entry $0.00287500     → Peak $0.00292000      +1.57%  DD:-1.39%
  EDGE       Entry $0.147540       → Peak $0.148880        +0.91%  DD:-1.56%
  PRCL       Entry $0.025800       → Peak $0.026000        +0.78%  DD:-2.71%
  MAMO       Entry $0.024850       → Peak $0.025040        +0.76%  DD:-0.97%
  FLOCK      Entry $0.118900       → Peak $0.119800        +0.76%  DD:-1.85%
  XCN        Entry $0.00487000     → Peak $0.00490000      +0.62%  DD:-4.11%
  ZEN        Entry $8.5990         → Peak $8.6440          +0.52%  DD:-2.24%
  BNKR       Entry $0.00023640     → Peak $0.00023720      +0.34%  DD:-2.71%
  NEON       Entry $0.061670       → Peak $0.061740        +0.11%  DD:-2.43%
  HONEY      Entry $0.012300       → Peak $0.012300        +0%  DD:-6.5%
  STRK       Entry $0.111000       → Peak $0.111000        +0%  DD:-3.6%

=== 2025-12-05  11:40 ET  (UTC 1764952800) [★ 1 WINNER] ===
  ELA        Entry $1.2120         → Peak $1.3430          +10.81%  DD:-2.15% ★10%+
  SQD        Entry $0.048100       → Peak $0.052500        +9.15%  DD:-0.83% ●5%+
  SAPIEN     Entry $0.163600       → Peak $0.177870        +8.72%  DD:-1.33% ●5%+
  ZEC        Entry $366.76         → Peak $379.04          +3.35%  DD:-3.21%
  KTA        Entry $0.245900       → Peak $0.252900        +2.85%  DD:-0.77%
  DASH       Entry $46.8200        → Peak $48.1000         +2.73%  DD:-0.58%
  PUMP       Entry $0.00286200     → Peak $0.00292000      +2.03%  DD:-0.98%
  CLANKER    Entry $44.6900        → Peak $45.5400         +1.9%  DD:-1.05%
  XCN        Entry $0.00481000     → Peak $0.00490000      +1.87%  DD:-2.91%
  HONEY      Entry $0.012100       → Peak $0.012300        +1.65%  DD:-4.96%
  FLOCK      Entry $0.118100       → Peak $0.119800        +1.44%  DD:-1.19%
  PRCL       Entry $0.025700       → Peak $0.026000        +1.17%  DD:-2.33%
  FIS        Entry $0.035300       → Peak $0.035700        +1.13%  DD:-2.83%
  MAMO       Entry $0.024810       → Peak $0.025040        +0.93%  DD:-0.81%
  ZEN        Entry $8.5660         → Peak $8.6440          +0.91%  DD:-1.87%
  STRK       Entry $0.110000       → Peak $0.111000        +0.91%  DD:-2.73%
  BNKR       Entry $0.00023560     → Peak $0.00023720      +0.68%  DD:-2.38%
  EDGE       Entry $0.148100       → Peak $0.148880        +0.53%  DD:-1.93%
  NEON       Entry $0.061670       → Peak $0.061740        +0.11%  DD:-2.43%
  OMNI       Entry $1.8310         → Peak $1.8320          +0.05%  DD:-9.94%

=== 2025-12-05  11:45 ET  (UTC 1764953100) [★ 1 WINNER] ===
  ELA        Entry $1.2130         → Peak $1.3430          +10.72%  DD:-2.23% ★10%+
  SQD        Entry $0.048000       → Peak $0.052500        +9.37%  DD:0% ●5%+
  SAPIEN     Entry $0.164350       → Peak $0.177870        +8.23%  DD:-1.78% ●5%+
  ZEC        Entry $367.37         → Peak $379.04          +3.18%  DD:-3.37%
  KTA        Entry $0.245900       → Peak $0.252900        +2.85%  DD:-0.77%
  DASH       Entry $46.9300        → Peak $48.1000         +2.49%  DD:-0.81%
  PUMP       Entry $0.00286500     → Peak $0.00292000      +1.92%  DD:-1.19%
  CLANKER    Entry $44.7100        → Peak $45.5400         +1.86%  DD:-1.1%
  FIS        Entry $0.035100       → Peak $0.035700        +1.71%  DD:-2.28%
  OMNI       Entry $1.8010         → Peak $1.8310          +1.67%  DD:-8.44%
  HONEY      Entry $0.012100       → Peak $0.012300        +1.65%  DD:-4.96%
  FLOCK      Entry $0.118100       → Peak $0.119800        +1.44%  DD:-1.19%
  PRCL       Entry $0.025700       → Peak $0.026000        +1.17%  DD:-2.33%
  ZEN        Entry $8.5560         → Peak $8.6440          +1.03%  DD:-1.86%
  XCN        Entry $0.00485000     → Peak $0.00490000      +1.03%  DD:-3.71%
  MAMO       Entry $0.024810       → Peak $0.025040        +0.93%  DD:-0.81%
  STRK       Entry $0.110000       → Peak $0.111000        +0.91%  DD:-2.73%
  BNKR       Entry $0.00023590     → Peak $0.00023720      +0.55%  DD:-2.5%
  EDGE       Entry $0.148100       → Peak $0.148880        +0.53%  DD:-1.93%
  NEON       Entry $0.061670       → Peak $0.061740        +0.11%  DD:-2.43%

=== 2025-12-05  11:50 ET  (UTC 1764953400) [★ 1 WINNER] ===
  ELA        Entry $1.2160         → Peak $1.3430          +10.44%  DD:-2.47% ★10%+
  SAPIEN     Entry $0.163440       → Peak $0.177870        +8.83%  DD:-1.24% ●5%+
  SQD        Entry $0.048500       → Peak $0.052500        +8.25%  DD:-1.03% ●5%+
  KTA        Entry $0.244700       → Peak $0.252900        +3.35%  DD:-0.29%
  DASH       Entry $46.7700        → Peak $48.1000         +2.84%  DD:-0.77%
  ZEC        Entry $369.00         → Peak $379.04          +2.72%  DD:-3.79%
  HONEY      Entry $0.012000       → Peak $0.012300        +2.5%  DD:-4.17%
  STRK       Entry $0.109000       → Peak $0.111000        +1.83%  DD:-1.83%
  FIS        Entry $0.035100       → Peak $0.035700        +1.71%  DD:-2.28%
  OMNI       Entry $1.7840         → Peak $1.8140          +1.68%  DD:-7.57%
  CLANKER    Entry $44.8900        → Peak $45.5400         +1.45%  DD:-1.49%
  FLOCK      Entry $0.118100       → Peak $0.119800        +1.44%  DD:-1.19%
  PUMP       Entry $0.00288300     → Peak $0.00292000      +1.28%  DD:-1.87%
  ZEN        Entry $8.5600         → Peak $8.6440          +0.98%  DD:-1.9%
  MAMO       Entry $0.024810       → Peak $0.025040        +0.93%  DD:-0.81%
  XCN        Entry $0.00486000     → Peak $0.00490000      +0.82%  DD:-3.91%
  PRCL       Entry $0.025800       → Peak $0.026000        +0.78%  DD:-2.71%
  BNKR       Entry $0.00023590     → Peak $0.00023720      +0.55%  DD:-2.5%
  EDGE       Entry $0.148100       → Peak $0.148880        +0.53%  DD:-1.93%
  NEON       Entry $0.061670       → Peak $0.061740        +0.11%  DD:-2.43%

=== 2025-12-05  11:55 ET  (UTC 1764953700) [★ 1 WINNER] ===
  ELA        Entry $1.2160         → Peak $1.3430          +10.44%  DD:-2.47% ★10%+
  SAPIEN     Entry $0.163880       → Peak $0.177870        +8.54%  DD:-1.5% ●5%+
  SQD        Entry $0.049400       → Peak $0.052500        +6.28%  DD:-1.82% ●5%+
  OMNI       Entry $1.7160         → Peak $1.8010          +4.95%  DD:-3.9%
  ZEC        Entry $367.50         → Peak $379.04          +3.14%  DD:-3.4%
  KTA        Entry $0.246200       → Peak $0.252900        +2.72%  DD:-0.73%
  DASH       Entry $47.0300        → Peak $48.1000         +2.28%  DD:-1.32%
  FIS        Entry $0.035100       → Peak $0.035700        +1.71%  DD:-2.28%
  HONEY      Entry $0.012100       → Peak $0.012300        +1.65%  DD:-4.96%
  PUMP       Entry $0.00288800     → Peak $0.00292000      +1.11%  DD:-2.04%
  BNKR       Entry $0.00023490     → Peak $0.00023720      +0.98%  DD:-2.09%
  MAMO       Entry $0.024810       → Peak $0.025040        +0.93%  DD:-0.81%
  ZEN        Entry $8.5740         → Peak $8.6440          +0.82%  DD:-2.06%
  PRCL       Entry $0.025800       → Peak $0.026000        +0.78%  DD:-2.71%
  FLOCK      Entry $0.118900       → Peak $0.119800        +0.76%  DD:-1.85%
  CLANKER    Entry $45.2100        → Peak $45.5400         +0.73%  DD:-2.19%
  XCN        Entry $0.00487000     → Peak $0.00490000      +0.62%  DD:-4.11%
  EDGE       Entry $0.148100       → Peak $0.148880        +0.53%  DD:-1.93%
  STRK       Entry $0.111000       → Peak $0.111000        +0%  DD:-3.6%
  NEON       Entry $0.061740       → Peak $0.061740        +0%  DD:-2.54%

=== 2025-12-06  7:00 ET  (UTC 1765022400)  ===
  PUMP       Entry $0.00289800     → Peak $0.00312800      +7.94%  DD:-0.9% ●5%+
  NEON       Entry $0.073490       → Peak $0.078060        +6.22%  DD:-6.11% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.156600       → Peak $0.164960        +5.34%  DD:-1.54% ●5%+
  PRCL       Entry $0.026000       → Peak $0.026800        +3.08%  DD:-1.15%
  XCN        Entry $0.00481000     → Peak $0.00490000      +1.87%  DD:-0.42%
  ZEN        Entry $8.3740         → Peak $8.5220          +1.77%  DD:-0.36%
  DASH       Entry $47.1300        → Peak $47.9600         +1.76%  DD:-0.93%
  FLOCK      Entry $0.120200       → Peak $0.122000        +1.5%  DD:-0.42%
  CLANKER    Entry $44.8500        → Peak $45.5100         +1.47%  DD:-1.63%
  ZEC        Entry $340.24         → Peak $344.72          +1.32%  DD:-3.51%
  SQD        Entry $0.050000       → Peak $0.050600        +1.2%  DD:-1.6%
  FIS        Entry $0.034700       → Peak $0.035000        +0.86%  DD:-4.61%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-0.85%
  BNKR       Entry $0.00023550     → Peak $0.00023720      +0.72%  DD:-1.91%
  KTA        Entry $0.257400       → Peak $0.259000        +0.62%  DD:-2.45%
  OMNI       Entry $1.5070         → Peak $1.5140          +0.46%  DD:-10.42%
  MAMO       Entry $0.024900       → Peak $0.024930        +0.12%  DD:-0.8%
  [NO DATA: ELA, EDGE]

=== 2025-12-06  7:05 ET  (UTC 1765022700)  ===
  PUMP       Entry $0.00289300     → Peak $0.00312800      +8.12%  DD:-0.73% ●5%+
  NEON       Entry $0.073490       → Peak $0.078060        +6.22%  DD:-7.09% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.156780       → Peak $0.164960        +5.22%  DD:-1.65% ●5%+
  PRCL       Entry $0.026000       → Peak $0.027000        +3.85%  DD:-1.15%
  ZEN        Entry $8.3440         → Peak $8.5720          +2.73%  DD:0%
  XCN        Entry $0.00481000     → Peak $0.00490000      +1.87%  DD:-0.42%
  DASH       Entry $47.0900        → Peak $47.9600         +1.85%  DD:-0.85%
  CLANKER    Entry $44.7000        → Peak $45.5100         +1.81%  DD:-1.3%
  ZEC        Entry $339.40         → Peak $344.72          +1.57%  DD:-3.27%
  SQD        Entry $0.049900       → Peak $0.050600        +1.4%  DD:-1.4%
  FLOCK      Entry $0.120500       → Peak $0.122000        +1.24%  DD:-0.66%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-0.85%
  BNKR       Entry $0.00023550     → Peak $0.00023720      +0.72%  DD:-1.91%
  KTA        Entry $0.257200       → Peak $0.259000        +0.7%  DD:-2.37%
  OMNI       Entry $1.5070         → Peak $1.5140          +0.46%  DD:-10.42%
  FIS        Entry $0.034700       → Peak $0.034800        +0.29%  DD:-4.61%
  MAMO       Entry $0.024900       → Peak $0.024930        +0.12%  DD:-0.8%
  [NO DATA: ELA, EDGE]

=== 2025-12-06  7:10 ET  (UTC 1765023000)  ===
  PUMP       Entry $0.00289800     → Peak $0.00312800      +7.94%  DD:-0.9% ●5%+
  NEON       Entry $0.072500       → Peak $0.078060        +7.67%  DD:-5.82% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.157320       → Peak $0.164960        +4.86%  DD:-1.99%
  PRCL       Entry $0.026000       → Peak $0.027100        +4.23%  DD:-1.15%
  ZEN        Entry $8.3580         → Peak $8.5740          +2.58%  DD:-0.17%
  CLANKER    Entry $44.5500        → Peak $45.5100         +2.15%  DD:-0.97%
  DASH       Entry $47.1700        → Peak $47.9600         +1.67%  DD:-1.02%
  XCN        Entry $0.00482000     → Peak $0.00490000      +1.66%  DD:-0.62%
  ZEC        Entry $340.15         → Peak $344.72          +1.34%  DD:-3.48%
  FLOCK      Entry $0.120500       → Peak $0.122000        +1.24%  DD:-0.66%
  SQD        Entry $0.050100       → Peak $0.050600        +1%  DD:-1.8%
  KTA        Entry $0.256700       → Peak $0.259000        +0.9%  DD:-2.18%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-0.85%
  BNKR       Entry $0.00023550     → Peak $0.00023720      +0.72%  DD:-1.91%
  OMNI       Entry $1.5070         → Peak $1.5140          +0.46%  DD:-10.42%
  MAMO       Entry $0.024900       → Peak $0.025000        +0.4%  DD:-0.8%
  FIS        Entry $0.034700       → Peak $0.034800        +0.29%  DD:-4.61%
  [NO DATA: ELA, EDGE]

=== 2025-12-06  7:15 ET  (UTC 1765023300)  ===
  PUMP       Entry $0.00289800     → Peak $0.00312800      +7.94%  DD:-0.9% ●5%+
  NEON       Entry $0.072500       → Peak $0.078060        +7.67%  DD:-5.82% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.157120       → Peak $0.164960        +4.99%  DD:-1.86%
  PRCL       Entry $0.026000       → Peak $0.027200        +4.62%  DD:-1.15%
  ZEN        Entry $8.3830         → Peak $8.5740          +2.28%  DD:-0.35%
  XCN        Entry $0.00480000     → Peak $0.00490000      +2.08%  DD:-0.21%
  DASH       Entry $47.1700        → Peak $47.9600         +1.67%  DD:-1.02%
  CLANKER    Entry $44.8500        → Peak $45.5100         +1.47%  DD:-1.63%
  FLOCK      Entry $0.120500       → Peak $0.122000        +1.24%  DD:-0.66%
  ELA        Entry $1.2040         → Peak $1.2170          +1.08%  DD:-0.83%
  ZEC        Entry $341.21         → Peak $344.72          +1.03%  DD:-3.78%
  KTA        Entry $0.256800       → Peak $0.259000        +0.86%  DD:-2.22%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-0.85%
  BNKR       Entry $0.00023550     → Peak $0.00023720      +0.72%  DD:-1.91%
  OMNI       Entry $1.5070         → Peak $1.5140          +0.46%  DD:-10.42%
  MAMO       Entry $0.024900       → Peak $0.025000        +0.4%  DD:-0.8%
  SQD        Entry $0.050500       → Peak $0.050600        +0.2%  DD:-2.57%
  FIS        Entry $0.034700       → Peak $0.034700        +0%  DD:-4.61%
  [NO DATA: EDGE]

=== 2025-12-06  7:20 ET  (UTC 1765023600) [★ 1 WINNER] ===
  NEON       Entry $0.069610       → Peak $0.078060        +12.14%  DD:-1.91% ★10%+
  PUMP       Entry $0.00289800     → Peak $0.00312800      +7.94%  DD:-0.9% ●5%+
  PRCL       Entry $0.026000       → Peak $0.027600        +6.15%  DD:-1.15% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.157690       → Peak $0.164960        +4.61%  DD:-2.22%
  ZEN        Entry $8.3830         → Peak $8.5740          +2.28%  DD:-0.35%
  XCN        Entry $0.00481000     → Peak $0.00490000      +1.87%  DD:-0.42%
  DASH       Entry $47.1200        → Peak $47.9600         +1.78%  DD:-0.91%
  CLANKER    Entry $44.8500        → Peak $45.5100         +1.47%  DD:-1.63%
  ZEC        Entry $340.33         → Peak $344.72          +1.29%  DD:-3.53%
  FLOCK      Entry $0.120500       → Peak $0.122000        +1.24%  DD:-0.66%
  KTA        Entry $0.255900       → Peak $0.259000        +1.21%  DD:-1.88%
  ELA        Entry $1.2040         → Peak $1.2170          +1.08%  DD:-0.83%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-1.69%
  BNKR       Entry $0.00023530     → Peak $0.00023720      +0.81%  DD:-1.83%
  OMNI       Entry $1.5070         → Peak $1.5140          +0.46%  DD:-10.42%
  SQD        Entry $0.050400       → Peak $0.050600        +0.4%  DD:-2.38%
  MAMO       Entry $0.024900       → Peak $0.025000        +0.4%  DD:-0.8%
  FIS        Entry $0.034700       → Peak $0.034700        +0%  DD:-5.48%
  [NO DATA: EDGE]

=== 2025-12-06  7:25 ET  (UTC 1765023900) [★ 1 WINNER] ===
  NEON       Entry $0.070590       → Peak $0.078060        +10.58%  DD:-3.27% ★10%+
  PRCL       Entry $0.026000       → Peak $0.028200        +8.46%  DD:-1.15% ●5%+
  PUMP       Entry $0.00289700     → Peak $0.00312800      +7.97%  DD:-0.86% ●5%+
  STRK       Entry $0.110000       → Peak $0.116000        +5.45%  DD:-0.91% ●5%+
  SAPIEN     Entry $0.157400       → Peak $0.164960        +4.8%  DD:-2.04%
  ZEN        Entry $8.3700         → Peak $8.5740          +2.44%  DD:-0.19%
  DASH       Entry $47.0800        → Peak $47.9600         +1.87%  DD:-0.83%
  XCN        Entry $0.00481000     → Peak $0.00490000      +1.87%  DD:-0.42%
  CLANKER    Entry $44.8200        → Peak $45.5100         +1.54%  DD:-1.56%
  ZEC        Entry $339.74         → Peak $344.72          +1.47%  DD:-3.37%
  FLOCK      Entry $0.120500       → Peak $0.122000        +1.24%  DD:-0.66%
  ELA        Entry $1.2040         → Peak $1.2170          +1.08%  DD:-0.83%
  MAMO       Entry $0.024760       → Peak $0.025000        +0.97%  DD:-0.24%
  KTA        Entry $0.256600       → Peak $0.259000        +0.94%  DD:-2.14%
  HONEY      Entry $0.011800       → Peak $0.011900        +0.85%  DD:-1.69%
  BNKR       Entry $0.00023530     → Peak $0.00023720      +0.81%  DD:-1.83%
  OMNI       Entry $1.5040         → Peak $1.5140          +0.66%  DD:-10.24%
  SQD        Entry $0.050200       → Peak $0.050400        +0.4%  DD:-1.99%
